Date,DrawNo,Time,Mark,Line,Suit
05/02/2020,19674,Morning,15,6,5 suit
05/02/2020,19675,Midday,32,5,2 suit
05/02/2020,19676,Afternoon,32,5,2 suit
05/02/2020,19677,Evening,10,1,0s
06/02/2020,19678,Morning,29,2,9 suit
06/02/2020,19679,Midday,5,5,5 suit
06/02/2020,19680,Afternoon,31,4,1 suit
06/02/2020,19681,Evening,3,3,3 suit
07/02/2020,19682,Morning,16,7,6 suit
07/02/2020,19683,Midday,30,3,0s
07/02/2020,19684,Afternoon,31,4,1 suit
07/02/2020,19685,Evening,16,7,6 suit
08/02/2020,19686,Morning,13,4,3 suit
08/02/2020,19687,Midday,29,2,9 suit
08/02/2020,19688,Afternoon,20,2,0s
08/02/2020,19689,Evening,19,1,9 suit
10/02/2020,19690,Morning,36,9,6 suit
10/02/2020,19691,Midday,9,9,9 suit
10/02/2020,19692,Afternoon,31,4,1 suit
10/02/2020,19693,Evening,6,6,6 suit
11/02/2020,19694,Morning,32,5,2 suit
11/02/2020,19695,Midday,20,2,0s
11/02/2020,19696,Afternoon,33,6,3 suit
11/02/2020,19697,Evening,26,8,6 suit
12/02/2020,19698,Morning,27,9,7 suit
12/02/2020,19699,Midday,28,1,8 suit
12/02/2020,19700,Afternoon,7,7,7 suit
12/02/2020,19701,Evening,8,8,8 suit
13/02/2020,19702,Morning,10,1,0s
13/02/2020,19703,Midday,15,6,5 suit
13/02/2020,19704,Afternoon,7,7,7 suit
13/02/2020,19705,Evening,2,2,2 suit
14/02/2020,19706,Morning,4,4,4 suit
14/02/2020,19707,Midday,1,1,1 suit
14/02/2020,19708,Afternoon,20,2,0s
14/02/2020,19709,Evening,11,2,1 suit
15/02/2020,19710,Morning,9,9,9 suit
15/02/2020,19711,Midday,12,3,2 suit
15/02/2020,19712,Afternoon,3,3,3 suit
15/02/2020,19713,Evening,21,3,1 suit
17/02/2020,19714,Morning,20,2,0s
17/02/2020,19715,Midday,25,7,5 suit
17/02/2020,19716,Afternoon,12,3,2 suit
17/02/2020,19717,Evening,8,8,8 suit
18/02/2020,19718,Morning,24,6,4 suit
18/02/2020,19719,Midday,34,7,4 suit
18/02/2020,19720,Afternoon,35,8,5 suit
18/02/2020,19721,Evening,25,7,5 suit
19/02/2020,19722,Morning,35,8,5 suit
19/02/2020,19723,Midday,33,6,3 suit
19/02/2020,19724,Afternoon,6,6,6 suit
19/02/2020,19725,Evening,13,4,3 suit
20/02/2020,19726,Morning,15,6,5 suit
20/02/2020,19727,Midday,32,5,2 suit
20/02/2020,19728,Afternoon,24,6,4 suit
20/02/2020,19729,Evening,34,7,4 suit
21/02/2020,19730,Morning,1,1,1 suit
21/02/2020,19731,Midday,3,3,3 suit
21/02/2020,19732,Afternoon,26,8,6 suit
21/02/2020,19733,Evening,16,7,6 suit
22/02/2020,19734,Morning,19,1,9 suit
22/02/2020,19735,Midday,36,9,6 suit
22/02/2020,19736,Afternoon,22,4,2 suit
22/02/2020,19737,Evening,27,9,7 suit
24/02/2020,19738,Morning,30,3,0s
24/02/2020,19739,Midday,30,3,0s
24/02/2020,19740,Afternoon,23,5,3 suit
24/02/2020,19741,Evening,7,7,7 suit
25/02/2020,19742,Morning,32,5,2 suit
25/02/2020,19743,Midday,2,2,2 suit
25/02/2020,19744,Afternoon,1,1,1 suit
25/02/2020,19745,Evening,11,2,1 suit
26/02/2020,19746,Morning,16,7,6 suit
26/02/2020,19747,Midday,22,4,2 suit
26/02/2020,19748,Afternoon,28,1,8 suit
26/02/2020,19749,Evening,33,6,3 suit
27/02/2020,19750,Morning,19,1,9 suit
27/02/2020,19751,Midday,23,5,3 suit
27/02/2020,19752,Afternoon,27,9,7 suit
27/02/2020,19753,Evening,3,3,3 suit
28/02/2020,19754,Morning,18,9,8 suit
28/02/2020,19755,Midday,30,3,0s
28/02/2020,19756,Afternoon,9,9,9 suit
28/02/2020,19757,Evening,25,7,5 suit
29/02/2020,19758,Morning,14,5,4 suit
29/02/2020,19759,Midday,31,4,1 suit
29/02/2020,19760,Afternoon,25,7,5 suit
29/02/2020,19761,Evening,34,7,4 suit
02/03/2020,19762,Morning,36,9,6 suit
02/03/2020,19763,Midday,22,4,2 suit
02/03/2020,19764,Afternoon,13,4,3 suit
02/03/2020,19765,Evening,28,1,8 suit
03/03/2020,19766,Morning,5,5,5 suit
03/03/2020,19767,Midday,35,8,5 suit
03/03/2020,19768,Afternoon,4,4,4 suit
03/03/2020,19769,Evening,23,5,3 suit
04/03/2020,19770,Morning,23,5,3 suit
04/03/2020,19771,Midday,18,9,8 suit
04/03/2020,19772,Afternoon,10,1,0s
04/03/2020,19773,Evening,10,1,0s
05/03/2020,19774,Morning,18,9,8 suit
05/03/2020,19775,Midday,22,4,2 suit
05/03/2020,19776,Afternoon,19,1,9 suit
05/03/2020,19777,Evening,35,8,5 suit
06/03/2020,19778,Morning,27,9,7 suit
06/03/2020,19779,Midday,11,2,1 suit
06/03/2020,19780,Afternoon,10,1,0s
06/03/2020,19781,Evening,16,7,6 suit
07/03/2020,19782,Morning,17,8,7 suit
07/03/2020,19783,Midday,3,3,3 suit
07/03/2020,19784,Afternoon,32,5,2 suit
07/03/2020,19785,Evening,6,6,6 suit
09/03/2020,19786,Morning,22,4,2 suit
09/03/2020,19787,Midday,9,9,9 suit
09/03/2020,19788,Afternoon,12,3,2 suit
09/03/2020,19789,Evening,14,5,4 suit
10/03/2020,19790,Morning,8,8,8 suit
10/03/2020,19791,Midday,35,8,5 suit
10/03/2020,19792,Afternoon,36,9,6 suit
10/03/2020,19793,Evening,8,8,8 suit
11/03/2020,19794,Morning,17,8,7 suit
11/03/2020,19795,Midday,10,1,0s
11/03/2020,19796,Afternoon,6,6,6 suit
11/03/2020,19797,Evening,34,7,4 suit
12/03/2020,19798,Morning,12,3,2 suit
12/03/2020,19799,Midday,9,9,9 suit
12/03/2020,19800,Afternoon,21,3,1 suit
12/03/2020,19801,Evening,10,1,0s
13/03/2020,19802,Morning,29,2,9 suit
13/03/2020,19803,Midday,10,1,0s
13/03/2020,19804,Afternoon,5,5,5 suit
13/03/2020,19805,Evening,31,4,1 suit
14/03/2020,19806,Morning,30,3,0s
14/03/2020,19807,Midday,20,2,0s
14/03/2020,19808,Afternoon,5,5,5 suit
14/03/2020,19809,Evening,27,9,7 suit
16/03/2020,19810,Morning,24,6,4 suit
16/03/2020,19811,Midday,15,6,5 suit
16/03/2020,19812,Afternoon,36,9,6 suit
16/03/2020,19813,Evening,32,5,2 suit
17/03/2020,19814,Morning,4,4,4 suit
17/03/2020,19815,Midday,14,5,4 suit
17/03/2020,19816,Afternoon,31,4,1 suit
17/03/2020,19817,Evening,7,7,7 suit
18/03/2020,19818,Morning,2,2,2 suit
18/03/2020,19819,Midday,27,9,7 suit
18/03/2020,19820,Afternoon,24,6,4 suit
18/03/2020,19821,Evening,16,7,6 suit
19/03/2020,19822,Morning,36,9,6 suit
19/03/2020,19823,Midday,30,3,0s
19/03/2020,19824,Afternoon,27,9,7 suit
19/03/2020,19825,Evening,13,4,3 suit
20/03/2020,19826,Morning,10,1,0s
20/03/2020,19827,Midday,7,7,7 suit
20/03/2020,19828,Afternoon,34,7,4 suit
20/03/2020,19829,Evening,2,2,2 suit
21/03/2020,19830,Morning,27,9,7 suit
21/03/2020,19831,Midday,16,7,6 suit
21/03/2020,19832,Afternoon,20,2,0s
21/03/2020,19833,Evening,23,5,3 suit
23/03/2020,19834,Morning,24,6,4 suit
23/03/2020,19835,Midday,19,1,9 suit
23/03/2020,19836,Afternoon,22,4,2 suit
23/03/2020,19837,Evening,17,8,7 suit
24/03/2020,19838,Morning,20,2,0s
24/03/2020,19839,Midday,9,9,9 suit
24/03/2020,19840,Afternoon,18,9,8 suit
24/03/2020,19841,Evening,4,4,4 suit
25/03/2020,19842,Morning,28,1,8 suit
25/03/2020,19843,Midday,18,9,8 suit
25/03/2020,19844,Afternoon,16,7,6 suit
25/03/2020,19845,Evening,8,8,8 suit
26/03/2020,19846,Morning,20,2,0s
26/03/2020,19847,Midday,19,1,9 suit
26/03/2020,19848,Afternoon,29,2,9 suit
26/03/2020,19849,Evening,28,1,8 suit
27/03/2020,19850,Morning,3,3,3 suit
27/03/2020,19851,Midday,10,1,0s
27/03/2020,19852,Afternoon,32,5,2 suit
27/03/2020,19853,Evening,34,7,4 suit
28/03/2020,19854,Morning,4,4,4 suit
28/03/2020,19855,Midday,17,8,7 suit
28/03/2020,19856,Afternoon,24,6,4 suit
28/03/2020,19857,Evening,29,2,9 suit
01/06/2020,19858,Morning,20,2,0s
01/06/2020,19859,Midday,18,9,8 suit
01/06/2020,19860,Afternoon,11,2,1 suit
01/06/2020,19861,Evening,2,2,2 suit
02/06/2020,19862,Morning,20,2,0s
02/06/2020,19863,Midday,8,8,8 suit
02/06/2020,19864,Afternoon,10,1,0s
02/06/2020,19865,Evening,15,6,5 suit
03/06/2020,19866,Morning,23,5,3 suit
03/06/2020,19867,Midday,5,5,5 suit
03/06/2020,19868,Afternoon,20,2,0s
03/06/2020,19869,Evening,30,3,0s
04/06/2020,19870,Morning,30,3,0s
04/06/2020,19871,Midday,36,9,6 suit
04/06/2020,19872,Afternoon,32,5,2 suit
04/06/2020,19873,Evening,18,9,8 suit
05/06/2020,19874,Morning,7,7,7 suit
05/06/2020,19875,Midday,15,6,5 suit
05/06/2020,19876,Afternoon,28,1,8 suit
05/06/2020,19877,Evening,2,2,2 suit
06/06/2020,19878,Morning,4,4,4 suit
06/06/2020,19879,Midday,24,6,4 suit
06/06/2020,19880,Afternoon,34,7,4 suit
06/06/2020,19881,Evening,29,2,9 suit
08/06/2020,19882,Morning,32,5,2 suit
08/06/2020,19883,Midday,25,7,5 suit
08/06/2020,19884,Afternoon,1,1,1 suit
08/06/2020,19885,Evening,19,1,9 suit
09/06/2020,19886,Morning,3,3,3 suit
09/06/2020,19887,Midday,29,2,9 suit
09/06/2020,19888,Afternoon,3,3,3 suit
09/06/2020,19889,Evening,30,3,0s
10/06/2020,19890,Morning,23,5,3 suit
10/06/2020,19891,Midday,9,9,9 suit
10/06/2020,19892,Afternoon,9,9,9 suit
10/06/2020,19893,Evening,33,6,3 suit
12/06/2020,19894,Morning,33,6,3 suit
12/06/2020,19895,Midday,11,2,1 suit
12/06/2020,19896,Afternoon,21,3,1 suit
12/06/2020,19897,Evening,9,9,9 suit
13/06/2020,19898,Morning,11,2,1 suit
13/06/2020,19899,Midday,4,4,4 suit
13/06/2020,19900,Afternoon,5,5,5 suit
13/06/2020,19901,Evening,35,8,5 suit
15/06/2020,19902,Morning,34,7,4 suit
15/06/2020,19903,Midday,12,3,2 suit
15/06/2020,19904,Afternoon,2,2,2 suit
15/06/2020,19905,Evening,26,8,6 suit
16/06/2020,19906,Morning,2,2,2 suit
16/06/2020,19907,Midday,14,5,4 suit
16/06/2020,19908,Afternoon,17,8,7 suit
16/06/2020,19909,Evening,6,6,6 suit
17/06/2020,19910,Morning,24,6,4 suit
17/06/2020,19911,Midday,24,6,4 suit
17/06/2020,19912,Afternoon,35,8,5 suit
17/06/2020,19913,Evening,4,4,4 suit
18/06/2020,19914,Morning,28,1,8 suit
18/06/2020,19915,Midday,3,3,3 suit
18/06/2020,19916,Afternoon,14,5,4 suit
18/06/2020,19917,Evening,10,1,0s
19/06/2020,19918,Morning,35,8,5 suit
19/06/2020,19919,Midday,7,7,7 suit
19/06/2020,19920,Afternoon,14,5,4 suit
19/06/2020,19921,Evening,1,1,1 suit
20/06/2020,19922,Morning,9,9,9 suit
20/06/2020,19923,Midday,21,3,1 suit
20/06/2020,19924,Afternoon,20,2,0s
20/06/2020,19925,Evening,29,2,9 suit
22/06/2020,19926,Morning,6,6,6 suit
22/06/2020,19927,Midday,35,8,5 suit
22/06/2020,19928,Afternoon,30,3,0s
22/06/2020,19929,Evening,20,2,0s
23/06/2020,19930,Morning,34,7,4 suit
23/06/2020,19931,Midday,32,5,2 suit
23/06/2020,19932,Afternoon,34,7,4 suit
23/06/2020,19933,Evening,29,2,9 suit
24/06/2020,19934,Morning,4,4,4 suit
24/06/2020,19935,Midday,7,7,7 suit
24/06/2020,19936,Afternoon,2,2,2 suit
24/06/2020,19937,Evening,10,1,0s
25/06/2020,19938,Morning,10,1,0s
25/06/2020,19939,Midday,34,7,4 suit
25/06/2020,19940,Afternoon,11,2,1 suit
25/06/2020,19941,Evening,11,2,1 suit
26/06/2020,19942,Morning,17,8,7 suit
26/06/2020,19943,Midday,4,4,4 suit
26/06/2020,19944,Afternoon,15,6,5 suit
26/06/2020,19945,Evening,10,1,0s
27/06/2020,19946,Morning,14,5,4 suit
27/06/2020,19947,Midday,13,4,3 suit
27/06/2020,19948,Afternoon,14,5,4 suit
27/06/2020,19949,Evening,14,5,4 suit
29/06/2020,19950,Morning,34,7,4 suit
29/06/2020,19951,Midday,23,5,3 suit
29/06/2020,19952,Afternoon,3,3,3 suit
29/06/2020,19953,Evening,15,6,5 suit
30/06/2020,19954,Morning,8,8,8 suit
30/06/2020,19955,Midday,22,4,2 suit
30/06/2020,19956,Afternoon,30,3,0s
30/06/2020,19957,Evening,2,2,2 suit
01/07/2020,19958,Morning,23,5,3 suit
01/07/2020,19959,Midday,18,9,8 suit
01/07/2020,19960,Afternoon,36,9,6 suit
01/07/2020,19961,Evening,25,7,5 suit
02/07/2020,19962,Morning,35,8,5 suit
02/07/2020,19963,Midday,26,8,6 suit
02/07/2020,19964,Afternoon,9,9,9 suit
02/07/2020,19965,Evening,20,2,0s
03/07/2020,19966,Morning,17,8,7 suit
03/07/2020,19967,Midday,15,6,5 suit
03/07/2020,19968,Afternoon,4,4,4 suit
03/07/2020,19969,Evening,1,1,1 suit
04/07/2020,19970,Morning,2,2,2 suit
04/07/2020,19971,Midday,33,6,3 suit
04/07/2020,19972,Afternoon,36,9,6 suit
04/07/2020,19973,Evening,20,2,0s
06/07/2020,19974,Morning,30,3,0s
06/07/2020,19975,Midday,25,7,5 suit
06/07/2020,19976,Afternoon,29,2,9 suit
06/07/2020,19977,Evening,6,6,6 suit
07/07/2020,19978,Morning,1,1,1 suit
07/07/2020,19979,Midday,1,1,1 suit
07/07/2020,19980,Afternoon,21,3,1 suit
07/07/2020,19981,Evening,16,7,6 suit
08/07/2020,19982,Morning,30,3,0s
08/07/2020,19983,Midday,34,7,4 suit
08/07/2020,19984,Afternoon,4,4,4 suit
08/07/2020,19985,Evening,4,4,4 suit
09/07/2020,19986,Morning,9,9,9 suit
09/07/2020,19987,Midday,12,3,2 suit
09/07/2020,19988,Afternoon,4,4,4 suit
09/07/2020,19989,Evening,19,1,9 suit
10/07/2020,19990,Morning,18,9,8 suit
10/07/2020,19991,Midday,26,8,6 suit
10/07/2020,19992,Afternoon,22,4,2 suit
10/07/2020,19993,Evening,18,9,8 suit
11/07/2020,19994,Morning,32,5,2 suit
11/07/2020,19995,Midday,13,4,3 suit
11/07/2020,19996,Afternoon,36,9,6 suit
11/07/2020,19997,Evening,18,9,8 suit
13/07/2020,19998,Morning,17,8,7 suit
13/07/2020,19999,Midday,5,5,5 suit
13/07/2020,20000,Afternoon,2,2,2 suit
13/07/2020,20001,Evening,16,7,6 suit
14/07/2020,20002,Morning,20,2,0s
14/07/2020,20003,Midday,12,3,2 suit
14/07/2020,20004,Afternoon,27,9,7 suit
14/07/2020,20005,Evening,17,8,7 suit
15/07/2020,20006,Morning,31,4,1 suit
15/07/2020,20007,Midday,30,3,0s
15/07/2020,20008,Afternoon,5,5,5 suit
15/07/2020,20009,Evening,16,7,6 suit
16/07/2020,20010,Morning,3,3,3 suit
16/07/2020,20011,Midday,17,8,7 suit
16/07/2020,20012,Afternoon,8,8,8 suit
16/07/2020,20013,Evening,18,9,8 suit
17/07/2020,20014,Morning,14,5,4 suit
17/07/2020,20015,Midday,31,4,1 suit
17/07/2020,20016,Afternoon,15,6,5 suit
17/07/2020,20017,Evening,4,4,4 suit
18/07/2020,20018,Morning,13,4,3 suit
18/07/2020,20019,Midday,31,4,1 suit
18/07/2020,20020,Afternoon,2,2,2 suit
18/07/2020,20021,Evening,3,3,3 suit
20/07/2020,20022,Morning,6,6,6 suit
20/07/2020,20023,Midday,5,5,5 suit
20/07/2020,20024,Afternoon,33,6,3 suit
20/07/2020,20025,Evening,17,8,7 suit
21/07/2020,20026,Morning,36,9,6 suit
21/07/2020,20027,Midday,18,9,8 suit
21/07/2020,20028,Afternoon,5,5,5 suit
21/07/2020,20029,Evening,35,8,5 suit
22/07/2020,20030,Morning,5,5,5 suit
22/07/2020,20031,Midday,3,3,3 suit
22/07/2020,20032,Afternoon,32,5,2 suit
22/07/2020,20033,Evening,21,3,1 suit
23/07/2020,20034,Morning,4,4,4 suit
23/07/2020,20035,Midday,23,5,3 suit
23/07/2020,20036,Afternoon,36,9,6 suit
23/07/2020,20037,Evening,19,1,9 suit
24/07/2020,20038,Morning,31,4,1 suit
24/07/2020,20039,Midday,33,6,3 suit
24/07/2020,20040,Afternoon,36,9,6 suit
24/07/2020,20041,Evening,31,4,1 suit
25/07/2020,20042,Morning,10,1,0s
25/07/2020,20043,Midday,33,6,3 suit
25/07/2020,20044,Afternoon,23,5,3 suit
25/07/2020,20045,Evening,3,3,3 suit
27/07/2020,20046,Morning,16,7,6 suit
27/07/2020,20047,Midday,35,8,5 suit
27/07/2020,20048,Afternoon,13,4,3 suit
27/07/2020,20049,Evening,27,9,7 suit
28/07/2020,20050,Morning,16,7,6 suit
28/07/2020,20051,Midday,30,3,0s
28/07/2020,20052,Afternoon,29,2,9 suit
28/07/2020,20053,Evening,27,9,7 suit
29/07/2020,20054,Morning,3,3,3 suit
29/07/2020,20055,Midday,12,3,2 suit
29/07/2020,20056,Afternoon,13,4,3 suit
29/07/2020,20057,Evening,31,4,1 suit
30/07/2020,20058,Morning,17,8,7 suit
30/07/2020,20059,Midday,16,7,6 suit
30/07/2020,20060,Afternoon,24,6,4 suit
30/07/2020,20061,Evening,9,9,9 suit
31/07/2020,20062,Morning,20,2,0s
31/07/2020,20063,Midday,18,9,8 suit
31/07/2020,20064,Afternoon,23,5,3 suit
31/07/2020,20065,Evening,34,7,4 suit
01/08/2020,20066,Morning,1,1,1 suit
01/08/2020,20067,Midday,18,9,8 suit
01/08/2020,20068,Afternoon,20,2,0s
01/08/2020,20069,Evening,24,6,4 suit
03/08/2020,20070,Morning,28,1,8 suit
03/08/2020,20071,Midday,8,8,8 suit
03/08/2020,20072,Afternoon,10,1,0s
03/08/2020,20073,Evening,15,6,5 suit
04/08/2020,20074,Morning,30,3,0s
04/08/2020,20075,Midday,22,4,2 suit
04/08/2020,20076,Afternoon,20,2,0s
04/08/2020,20077,Evening,17,8,7 suit
05/08/2020,20078,Morning,18,9,8 suit
05/08/2020,20079,Midday,9,9,9 suit
05/08/2020,20080,Afternoon,15,6,5 suit
05/08/2020,20081,Evening,13,4,3 suit
06/08/2020,20082,Morning,29,2,9 suit
06/08/2020,20083,Midday,2,2,2 suit
06/08/2020,20084,Afternoon,31,4,1 suit
06/08/2020,20085,Evening,27,9,7 suit
07/08/2020,20086,Morning,27,9,7 suit
07/08/2020,20087,Midday,30,3,0s
07/08/2020,20088,Afternoon,6,6,6 suit
07/08/2020,20089,Evening,27,9,7 suit
08/08/2020,20090,Morning,35,8,5 suit
08/08/2020,20091,Midday,35,8,5 suit
08/08/2020,20092,Afternoon,36,9,6 suit
08/08/2020,20093,Evening,9,9,9 suit
10/08/2020,20094,Morning,19,1,9 suit
10/08/2020,20095,Midday,23,5,3 suit
10/08/2020,20096,Afternoon,24,6,4 suit
10/08/2020,20097,Evening,34,7,4 suit
11/08/2020,20098,Morning,2,2,2 suit
11/08/2020,20099,Midday,10,1,0s
11/08/2020,20100,Afternoon,30,3,0s
11/08/2020,20101,Evening,1,1,1 suit
12/08/2020,20102,Morning,10,1,0s
12/08/2020,20103,Midday,15,6,5 suit
12/08/2020,20104,Afternoon,24,6,4 suit
12/08/2020,20105,Evening,32,5,2 suit
13/08/2020,20106,Morning,24,6,4 suit
13/08/2020,20107,Midday,13,4,3 suit
13/08/2020,20108,Afternoon,1,1,1 suit
13/08/2020,20109,Evening,26,8,6 suit
14/08/2020,20110,Morning,7,7,7 suit
14/08/2020,20111,Midday,3,3,3 suit
14/08/2020,20112,Afternoon,18,9,8 suit
14/08/2020,20113,Evening,33,6,3 suit
15/08/2020,20114,Morning,18,9,8 suit
15/08/2020,20115,Midday,33,6,3 suit
15/08/2020,20116,Afternoon,2,2,2 suit
15/08/2020,20117,Evening,25,7,5 suit
17/08/2020,20118,Morning,5,5,5 suit
17/08/2020,20119,Midday,4,4,4 suit
17/08/2020,20120,Afternoon,19,1,9 suit
17/08/2020,20121,Evening,35,8,5 suit
18/08/2020,20122,Morning,8,8,8 suit
18/08/2020,20123,Midday,22,4,2 suit
18/08/2020,20124,Afternoon,9,9,9 suit
18/08/2020,20125,Evening,11,2,1 suit
19/08/2020,20126,Morning,22,4,2 suit
19/08/2020,20127,Midday,10,1,0s
19/08/2020,20128,Afternoon,6,6,6 suit
19/08/2020,20129,Evening,32,5,2 suit
20/08/2020,20130,Morning,23,5,3 suit
20/08/2020,20131,Midday,27,9,7 suit
20/08/2020,20132,Afternoon,7,7,7 suit
20/08/2020,20133,Evening,21,3,1 suit
21/08/2020,20134,Morning,25,7,5 suit
21/08/2020,20135,Midday,21,3,1 suit
21/08/2020,20136,Afternoon,29,2,9 suit
21/08/2020,20137,Evening,6,6,6 suit
22/08/2020,20138,Morning,30,3,0s
22/08/2020,20139,Midday,32,5,2 suit
22/08/2020,20140,Afternoon,22,4,2 suit
22/08/2020,20141,Evening,7,7,7 suit
24/08/2020,20142,Morning,22,4,2 suit
24/08/2020,20143,Midday,20,2,0s
24/08/2020,20144,Afternoon,28,1,8 suit
24/08/2020,20145,Evening,26,8,6 suit
25/08/2020,20146,Morning,7,7,7 suit
25/08/2020,20147,Midday,25,7,5 suit
25/08/2020,20148,Afternoon,20,2,0s
25/08/2020,20149,Evening,18,9,8 suit
26/08/2020,20150,Morning,33,6,3 suit
26/08/2020,20151,Midday,23,5,3 suit
26/08/2020,20152,Afternoon,12,3,2 suit
26/08/2020,20153,Evening,11,2,1 suit
27/08/2020,20154,Morning,6,6,6 suit
27/08/2020,20155,Midday,22,4,2 suit
27/08/2020,20156,Afternoon,11,2,1 suit
27/08/2020,20157,Evening,24,6,4 suit
28/08/2020,20158,Morning,26,8,6 suit
28/08/2020,20159,Midday,15,6,5 suit
28/08/2020,20160,Afternoon,30,3,0s
28/08/2020,20161,Evening,32,5,2 suit
29/08/2020,20162,Morning,30,3,0s
29/08/2020,20163,Midday,36,9,6 suit
29/08/2020,20164,Afternoon,17,8,7 suit
29/08/2020,20165,Evening,29,2,9 suit
31/08/2020,20166,Morning,36,9,6 suit
31/08/2020,20167,Midday,30,3,0s
31/08/2020,20168,Afternoon,19,1,9 suit
31/08/2020,20169,Evening,9,9,9 suit
01/10/2020,20274,Morning,25,7,5 suit
01/10/2020,20275,Midday,10,1,0s
01/10/2020,20276,Afternoon,17,8,7 suit
01/10/2020,20277,Evening,33,6,3 suit
02/10/2020,20278,Morning,6,6,6 suit
02/10/2020,20279,Midday,16,7,6 suit
02/10/2020,20280,Afternoon,31,4,1 suit
02/10/2020,20281,Evening,34,7,4 suit
03/10/2020,20282,Morning,22,4,2 suit
03/10/2020,20283,Midday,2,2,2 suit
03/10/2020,20284,Afternoon,21,3,1 suit
03/10/2020,20285,Evening,10,1,0s
05/10/2020,20286,Morning,17,8,7 suit
05/10/2020,20287,Midday,13,4,3 suit
05/10/2020,20288,Afternoon,33,6,3 suit
05/10/2020,20289,Evening,24,6,4 suit
06/10/2020,20290,Morning,29,2,9 suit
06/10/2020,20291,Midday,21,3,1 suit
06/10/2020,20292,Afternoon,27,9,7 suit
06/10/2020,20293,Evening,2,2,2 suit
07/10/2020,20294,Morning,20,2,0s
07/10/2020,20295,Midday,29,2,9 suit
07/10/2020,20296,Afternoon,31,4,1 suit
07/10/2020,20297,Evening,15,6,5 suit
08/10/2020,20298,Morning,31,4,1 suit
08/10/2020,20299,Midday,23,5,3 suit
08/10/2020,20300,Afternoon,19,1,9 suit
08/10/2020,20301,Evening,19,1,9 suit
09/10/2020,20302,Morning,4,4,4 suit
09/10/2020,20303,Midday,28,1,8 suit
09/10/2020,20304,Afternoon,14,5,4 suit
09/10/2020,20305,Evening,10,1,0s
10/10/2020,20306,Morning,23,5,3 suit
10/10/2020,20307,Midday,2,2,2 suit
10/10/2020,20308,Afternoon,12,3,2 suit
10/10/2020,20309,Evening,5,5,5 suit
12/10/2020,20310,Morning,25,7,5 suit
12/10/2020,20311,Midday,29,2,9 suit
12/10/2020,20312,Afternoon,8,8,8 suit
12/10/2020,20313,Evening,33,6,3 suit
13/10/2020,20314,Morning,28,1,8 suit
13/10/2020,20315,Midday,23,5,3 suit
13/10/2020,20316,Afternoon,17,8,7 suit
13/10/2020,20317,Evening,28,1,8 suit
14/10/2020,20318,Morning,5,5,5 suit
14/10/2020,20319,Midday,22,4,2 suit
14/10/2020,20320,Afternoon,18,9,8 suit
14/10/2020,20321,Evening,30,3,0s
15/10/2020,20322,Morning,4,4,4 suit
15/10/2020,20323,Midday,34,7,4 suit
15/10/2020,20324,Afternoon,24,6,4 suit
15/10/2020,20325,Evening,3,3,3 suit
16/10/2020,20326,Morning,12,3,2 suit
16/10/2020,20327,Midday,34,7,4 suit
16/10/2020,20328,Afternoon,19,1,9 suit
16/10/2020,20329,Evening,29,2,9 suit
17/10/2020,20330,Morning,7,7,7 suit
17/10/2020,20331,Midday,10,1,0s
17/10/2020,20332,Afternoon,6,6,6 suit
17/10/2020,20333,Evening,25,7,5 suit
19/10/2020,20334,Morning,31,4,1 suit
19/10/2020,20335,Midday,8,8,8 suit
19/10/2020,20336,Afternoon,36,9,6 suit
19/10/2020,20337,Evening,5,5,5 suit
20/10/2020,20338,Morning,34,7,4 suit
20/10/2020,20339,Midday,36,9,6 suit
20/10/2020,20340,Afternoon,27,9,7 suit
20/10/2020,20341,Evening,34,7,4 suit
21/10/2020,20342,Morning,30,3,0s
21/10/2020,20343,Midday,13,4,3 suit
21/10/2020,20344,Afternoon,9,9,9 suit
21/10/2020,20345,Evening,16,7,6 suit
22/10/2020,20346,Morning,28,1,8 suit
22/10/2020,20347,Midday,20,2,0s
22/10/2020,20348,Afternoon,1,1,1 suit
22/10/2020,20349,Evening,7,7,7 suit
23/10/2020,20350,Morning,6,6,6 suit
23/10/2020,20351,Midday,6,6,6 suit
23/10/2020,20352,Afternoon,33,6,3 suit
23/10/2020,20353,Evening,11,2,1 suit
24/10/2020,20354,Morning,12,3,2 suit
24/10/2020,20355,Midday,22,4,2 suit
24/10/2020,20356,Afternoon,6,6,6 suit
24/10/2020,20357,Evening,6,6,6 suit
26/10/2020,20358,Morning,30,3,0s
26/10/2020,20359,Midday,32,5,2 suit
26/10/2020,20360,Afternoon,24,6,4 suit
26/10/2020,20361,Evening,8,8,8 suit
27/10/2020,20362,Morning,9,9,9 suit
27/10/2020,20363,Midday,34,7,4 suit
27/10/2020,20364,Afternoon,21,3,1 suit
27/10/2020,20365,Evening,31,4,1 suit
28/10/2020,20366,Morning,7,7,7 suit
28/10/2020,20367,Midday,34,7,4 suit
28/10/2020,20368,Afternoon,14,5,4 suit
28/10/2020,20369,Evening,12,3,2 suit
29/10/2020,20370,Morning,21,3,1 suit
29/10/2020,20371,Midday,18,9,8 suit
29/10/2020,20372,Afternoon,27,9,7 suit
29/10/2020,20373,Evening,30,3,0s
30/10/2020,20374,Morning,35,8,5 suit
30/10/2020,20375,Midday,16,7,6 suit
30/10/2020,20376,Afternoon,6,6,6 suit
30/10/2020,20377,Evening,2,2,2 suit
31/10/2020,20378,Morning,25,7,5 suit
